사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,5호선,393,까치산,85,0,"22,800","1,290","39,437","8,034","118,416","10,223","151,498","20,992","71,500","17,267","40,964","16,406","34,893","18,388","36,866","22,198","35,022","25,417","29,659","29,375","27,532","38,570","29,206","48,575","29,942","65,140","28,957","116,401","17,989","97,640","14,292","58,373","12,033","53,118","9,479","43,272","3,678","25,825",19,"1,479",1,0,1,0,0,0
2020-11,5호선,394,신정(은행정),55,0,"11,024",644,"21,553","3,902","63,696","6,739","81,174","12,729","35,455","8,012","17,965","6,635","15,070","7,259","15,003","8,206","14,203","9,923","11,847","11,069","11,378","14,856","12,641","18,157","14,277","26,082","14,623","45,789","7,694","35,725","5,402","21,042","4,390","20,258","3,658","17,241","1,172","10,567",1,148,0,0,0,0,0,0
2020-11,5호선,395,목동,1,0,"7,411","1,261","19,129","6,078","57,230","13,103","70,583","27,703","32,401","20,318","20,761","15,030","19,512","13,802","20,238","15,581","20,543","19,231","19,219","19,362","18,826","22,750","20,991","29,368","24,933","43,192","28,157","78,506","15,206","55,897","12,839","30,682","12,950","26,717","12,571","23,043","3,290","12,451",0,211,0,0,0,0,0,0
2020-11,5호선,396,오목교(목동운동장앞),5,0,"4,360","1,586","12,968","7,924","46,685","27,668","54,906","74,177","26,643","55,783","19,296","29,281","20,980","27,230","24,972","28,576","26,157","31,088","26,424","30,588","29,601","31,194","36,201","36,184","47,478","48,776","70,425","76,955","36,283","49,160","37,242","23,934","28,758","20,870","24,390","17,573","6,319","10,365",0,70,1,0,0,0,0,0
2020-11,5호선,397,양평,1,0,"1,748",764,"5,760","3,632","21,535","7,960","24,832","38,342","10,317","14,770","6,377","5,673","6,076","4,788","6,695","5,171","7,032","5,601","6,416","5,587","7,350","6,692","7,886","7,394","13,907","10,742","32,024","21,039","9,526","15,100","5,463","7,759","4,517","7,993","3,014","6,554","1,215","3,920",0,40,0,0,0,0,0,0
2020-11,5호선,398,영등포구청,1,0,889,442,"1,937","1,930","6,838","4,882","10,462","21,885","4,620","9,807","3,508","4,617","3,611","3,523","3,840","3,640","4,402","4,159","4,374","4,010","4,769","4,117","5,841","4,376","8,258","5,663","18,618","10,455","6,647","5,809","3,797","3,451","3,364","3,316","2,453","2,445",906,"1,683",0,6,0,0,0,0,0,0
2020-11,5호선,399,영등포시장,0,0,"2,366",812,"4,894","4,873","17,474","12,194","25,672","34,819","11,390","19,252","8,351","12,303","9,094","11,899","10,286","12,459","11,272","14,731","11,447","13,532","13,771","12,198","17,209","11,902","21,994","15,079","32,696","25,050","13,777","15,600","9,397","9,344","8,337","8,495","5,575","6,623","1,891","4,134",0,44,0,1,1,0,0,0
2020-11,5호선,400,신길,63,0,"1,269",458,"3,111","2,077","11,750","4,400","17,939","15,025","6,715","6,871","3,545","2,341","3,331","2,588","3,648","2,981","3,665","3,697","3,386","3,324","3,445","3,667","4,602","4,230","6,799","8,158","13,215","16,169","4,400","9,493","2,730","6,363","2,986","6,786","1,999","5,469",840,"3,276",0,102,0,0,0,0,0,0
2020-11,5호선,401,여의도,1,0,"1,834","2,039","3,314","20,935","8,264","123,360","12,991","208,345","10,650","69,973","10,450","24,192","15,545","21,655","15,220","20,154","19,053","21,986","21,525","17,093","27,854","16,040","36,066","16,117","113,420","20,368","161,075","27,933","56,222","13,987","38,430","7,645","36,157","6,926","20,299","5,122","5,643","3,079",0,"2,435",0,0,0,0,0,0
2020-11,5호선,402,여의나루,5,0,851,"1,197","2,215","12,148","4,616","29,009","7,402","54,036","4,577","15,054","3,718","5,780","4,342","5,290","5,128","5,881","5,939","7,171","7,794","7,383","10,629","7,277","14,986","8,067","33,584","9,662","43,175","11,017","16,284","7,224","10,965","4,823","10,461","3,580","6,362","2,526","1,909","1,265",5,360,0,0,0,0,0,0
2020-11,5호선,403,마포,14,1,"2,199","1,280","6,719","8,775","22,653","22,007","32,601","69,319","16,035","36,531","12,028","15,858","12,468","13,533","13,721","12,733","15,532","14,016","14,310","13,000","16,365","13,594","19,853","16,115","32,729","23,577","58,358","39,219","22,694","23,695","17,171","12,568","17,865","10,287","11,667","8,649","4,161","5,319",10,801,0,0,0,0,0,0
2020-11,5호선,404,공덕,9,1,"1,693",785,"4,829","6,159","19,275","29,148","27,988","80,721","13,215","41,288","10,284","15,961","11,980","13,577","13,697","12,841","15,019","13,953","15,165","12,793","15,921","13,184","21,032","14,865","36,279","22,823","65,984","41,648","25,021","21,543","18,614","10,599","18,318","9,723","12,416","7,861","4,630","4,978",24,421,0,0,0,0,0,0
2020-11,5호선,405,애오개,10,1,"1,845",521,"4,462","3,020","16,624","8,482","23,553","28,366","11,279","12,283","7,644","6,515","7,692","5,521","7,305","6,106","8,220","6,938","7,816","7,035","9,081","7,731","8,881","8,267","12,697","11,581","22,914","20,365","7,376","12,770","5,336","7,395","4,395","7,495","3,192","5,986","1,036","3,734",3,"1,595",0,0,0,0,0,0
2020-11,5호선,406,충정로(경기대입구),19,1,993,234,"2,279","1,279","5,973","8,318","8,440","32,411","4,552","18,158","3,646","5,023","4,191","3,747","4,704","3,665","4,773","4,408","5,425","4,051","5,557","3,713","6,232","3,921","12,849","5,321","29,035","8,341","8,302","5,759","5,252","3,790","4,399","3,734","2,794","3,281",982,"1,978",1,178,0,1,0,0,0,0
2020-11,5호선,407,서대문,11,1,"2,579","1,151","5,059","13,718","15,386","54,627","21,204","140,796","14,605","40,553","12,859","18,878","15,768","14,803","16,463","14,390","15,452","18,483","18,282","14,640","22,430","13,260","31,818","12,435","52,303","16,962","102,865","22,802","28,896","13,452","20,980","8,644","18,517","7,821","11,439","6,140","3,597","3,938",2,328,0,0,0,0,0,0
2020-11,5호선,408,광화문(세종문화회관),4,0,900,724,"2,992","22,971","8,301","78,691","13,186","262,195","11,556","110,621","11,676","40,587","17,249","37,083","21,009","32,117","28,342","35,289","32,403","28,737","39,973","24,352","53,671","24,168","101,147","29,086","202,145","36,588","74,346","17,562","53,488","7,271","54,820","5,745","30,110","3,873","8,684","2,505",9,209,0,0,0,0,0,0
2020-11,5호선,409,종로3가,12,0,"1,022",507,"1,723","4,880","2,846","13,644","3,794","38,107","3,542","32,275","5,043","24,152","7,890","24,750","12,356","23,970","15,478","24,653","17,901","21,283","21,791","18,591","27,582","18,042","37,213","18,601","52,468","21,980","28,674","11,524","25,022","5,061","26,366","3,885","20,242","2,836","7,221","1,989",3,276,0,0,0,0,0,0
2020-11,5호선,410,을지로4가,1,0,287,326,519,"5,423","1,030","15,243","1,632","42,549","1,953","20,347","2,906","10,491","4,371","8,983","5,051","7,783","6,306","7,671","7,816","7,204","9,111","5,910","11,210","4,790","22,238","3,987","33,302","3,876","15,618","2,134","8,543","1,037","6,582","1,001","4,134",566,"1,569",366,0,40,0,0,0,0,0,0
2020-11,5호선,411,동대문역사문화공원(DDP),0,0,170,282,516,"2,016",783,"8,030","1,413","29,059","1,122","11,458","1,288","3,619","1,578","2,654","1,534","2,471","1,815","2,635","2,410","2,427","2,669","2,209","3,364","1,976","9,851","2,193","20,095","2,423","7,799","1,329","3,924",788,"3,208",808,"2,199",714,690,453,1,60,0,0,0,0,0,0
2020-11,5호선,412,청구,6,0,"1,442",303,"2,671","1,607","6,475","3,718","10,002","14,771","6,164","7,369","4,213","3,864","4,360","3,526","4,995","3,718","5,048","4,049","4,977","4,000","5,002","4,471","6,272","5,194","7,758","6,880","12,761","9,884","7,826","7,247","4,717","4,313","3,949","4,154","2,737","3,820","1,099","2,387",1,131,0,0,0,0,0,0
2020-11,5호선,413,신금호,8,0,"2,758",325,"6,264","2,552","19,590","8,394","26,902","12,375","13,759","6,362","8,161","4,961","7,069","4,877","7,956","5,966","7,984","6,644","7,698","7,265","7,456","8,753","9,044","10,050","9,127","14,573","9,724","24,259","6,333","16,277","4,243","9,716","3,443","9,063","2,381","7,087",839,"4,774",4,351,0,0,0,0,0,0
2020-11,5호선,414,행당,18,0,"3,639",659,"10,187","2,659","30,209","4,907","43,274","9,305","19,438","6,258","11,658","4,796","10,299","5,438","10,374","6,897","9,785","8,009","8,965","8,208","8,994","10,034","8,573","12,616","9,594","17,935","9,993","31,124","5,844","21,386","4,550","11,730","4,126","11,525","3,126","9,971",978,"5,155",6,333,0,0,0,0,0,0
2020-11,5호선,415,왕십리(성동구청),12,0,"1,779",329,"2,192","2,034","5,275","4,604","8,735","18,019","4,588","7,901","3,872","5,495","4,399","5,257","4,897","5,892","5,455","6,803","5,697","6,989","6,667","7,073","7,732","7,865","9,931","10,013","14,261","14,910","7,965","8,879","6,730","4,578","7,170","4,268","5,542","3,554","2,397","2,583",33,"1,190",0,0,0,0,0,0
2020-11,5호선,416,마장,1,0,"2,298",646,"5,152","3,152","14,666","6,296","20,282","15,844","9,994","7,711","6,983","5,834","6,725","5,671","7,433","5,926","6,962","6,411","7,065","5,693","7,477","6,784","8,476","7,490","10,115","10,215","11,662","15,749","6,477","11,259","4,545","6,897","4,005","6,222","3,043","5,514",991,"3,036",16,324,1,0,0,0,0,0
2020-11,5호선,417,답십리,8,0,"8,370","1,035","16,658","7,026","52,587","13,607","74,778","34,344","32,606","15,968","17,996","11,540","15,901","11,291","17,613","12,918","17,524","14,677","16,213","14,772","16,567","17,545","19,701","21,530","25,552","31,114","31,218","55,379","16,063","39,376","10,586","20,820","9,239","20,576","6,212","16,673","2,171","10,253",26,"1,251",0,0,0,0,0,0
2020-11,5호선,418,장한평,24,1,"6,398","1,083","15,696","10,886","47,947","19,979","66,331","64,622","33,005","29,307","19,201","16,036","16,812","14,039","18,786","15,461","19,174","17,477","18,531","16,462","20,024","18,415","25,830","23,217","35,123","32,750","53,589","58,243","24,307","41,622","13,486","23,758","12,147","20,752","8,509","17,362","3,029","8,935",19,"1,531",0,0,0,0,0,0
2020-11,5호선,419,군자(능동),53,0,"6,890",804,"10,573","4,895","31,305","6,651","46,581","21,651","20,041","14,158","11,658","9,058","10,883","9,081","12,061","10,171","12,269","12,183","11,224","12,522","11,801","14,758","13,300","18,065","17,091","28,441","21,461","47,508","13,203","34,247","10,322","18,610","10,712","16,763","7,984","15,012","3,384","9,808",2,"4,840",0,0,0,0,0,0
2020-11,5호선,420,아차산(어린이대공원후문),0,0,"8,123","1,456","14,566","5,084","40,093","10,958","58,618","22,638","28,531","16,640","18,049","17,061","16,617","15,094","18,675","16,438","19,773","17,536","20,288","17,309","21,732","20,131","23,078","23,408","23,963","31,967","23,100","48,474","13,905","37,542","9,905","22,023","9,377","19,051","6,342","16,274","2,043","9,532",5,489,0,0,0,0,0,0
2020-11,5호선,421,광나루(장신대),2,0,"4,940","1,620","14,409","7,404","35,505","14,500","44,521","29,784","24,620","17,583","16,050","15,466","15,116","12,856","16,460","13,836","17,490","14,060","18,175","14,066","18,037","14,786","22,407","18,548","24,001","23,901","28,895","36,577","14,121","25,725","9,314","16,704","9,563","15,151","6,898","12,565","1,821","7,943",2,247,0,0,0,0,0,0
2020-11,5호선,422,천호(풍납토성),67,0,"6,877","1,390","10,574","11,834","25,981","17,739","32,060","35,569","19,776","33,761","18,357","22,930","20,731","23,299","24,535","24,701","25,469","27,118","26,649","27,528","31,503","28,608","34,808","32,124","40,856","40,007","49,517","54,709","33,541","39,012","32,474","21,206","23,634","19,027","17,297","15,234","6,630","9,194",3,805,1,0,1,0,0,0
2020-11,5호선,423,강동,69,0,"11,211","1,202","20,104","11,053","55,357","27,891","70,473","50,201","36,199","26,691","23,872","17,207","21,714","15,104","23,708","17,390","22,914","20,160","22,711","20,182","22,947","22,324","26,490","25,202","40,535","34,046","47,905","52,545","22,239","43,938","15,158","25,543","12,063","24,649","8,648","20,908","2,846","14,841",13,"1,759",0,0,0,0,0,0
2020-11,5호선,424,길동,8,0,"4,420",471,"7,844","3,127","20,687","5,967","27,531","18,008","13,208","11,519","9,951","8,211","9,955","7,956","11,104","9,041","10,781","9,850","9,971","10,225","10,370","11,951","11,587","14,767","13,205","16,761","16,348","26,075","7,933","21,025","5,782","11,658","5,717","9,926","3,569","7,383","1,162","4,933",18,682,0,0,0,0,0,0
2020-11,5호선,425,굽은다리(강동구민회관앞),1,0,"6,228",548,"12,054","2,460","35,000","5,710","37,886","13,465","19,479","8,755","12,598","7,052","11,360","7,362","12,011","8,204","12,365","9,901","10,559","10,277","10,768","12,175","11,216","15,106","13,146","19,803","14,555","32,262","7,563","26,734","5,782","14,227","5,604","15,169","4,188","11,246","1,003","7,903",16,"1,188",0,0,0,0,0,0
2020-11,5호선,426,명일,2,0,"4,335",697,"11,179","2,948","35,883","6,295","33,129","11,573","15,673","8,087","12,372","7,077","11,251","7,187","12,108","8,198","10,846","9,496","10,151","9,753","9,807","11,967","11,692","14,973","12,023","19,303","11,028","33,230","6,042","30,499","4,877","13,188","5,232","13,309","2,899","9,917","1,050","6,986",26,969,0,0,0,0,0,0
2020-11,5호선,427,고덕,13,0,"3,261","1,407","11,072","4,990","29,057","12,117","26,841","16,768","13,348","9,488","10,611","8,756","11,247","7,942","11,520","9,066","11,269","11,883","11,573","11,115","13,395","11,228","18,039","13,188","17,233","16,346","13,955","24,512","7,450","26,110","6,090","11,486","5,935","11,659","5,967","8,429","1,401","5,811",47,872,0,0,0,0,0,0
2020-11,5호선,428,상일동,14,0,"7,942","1,006","29,316","6,196","84,319","11,523","64,955","18,879","29,559","8,907","20,831","7,431","17,834","8,812","18,461","11,406","17,524","12,878","15,380","13,819","15,459","16,510","19,006","20,678","20,950","29,931","18,802","50,907","9,449","53,739","6,401","28,030","4,883","21,960","3,076","22,248","1,138","13,554",52,"2,169",0,0,0,0,0,0
2020-11,5호선,429,둔촌동,0,0,"3,744",605,"8,235","5,393","22,371","9,555","27,071","19,184","13,462","10,884","9,811","8,078","9,237","7,864","10,423","8,701","10,012","9,848","9,987","9,775","10,607","11,373","12,970","13,636","15,825","18,519","19,082","27,248","9,783","20,584","7,067","10,341","7,045","9,468","5,014","7,681","1,487","4,970",0,0,0,0,0,0,0,0
2020-11,5호선,430,올림픽공원(한국체대),1,0,856,824,"4,550","4,034","11,534","6,315","11,243","9,032","6,675","4,564","4,953","3,892","4,807","4,041","5,092","4,526","5,592","4,903","5,912","5,242","7,066","5,343","8,752","6,338","9,776","6,762","9,510","8,787","4,566","7,364","3,075","4,533","2,953","3,409","1,970","3,516",944,"2,124",1,100,0,0,0,0,0,0
2020-11,5호선,431,방이,0,0,"2,020",783,"6,827","3,669","18,407","7,675","16,793","24,426","9,244","11,618","7,318","7,078","7,303","6,297","8,272","7,507","9,008","9,109","7,826","8,388","9,141","9,328","10,418","13,121","12,673","15,375","19,580","20,901","9,828","15,268","8,052","8,749","9,667","6,342","8,239","6,359","1,540","3,433",0,556,0,0,0,0,0,0
2020-11,5호선,432,오금,4,0,"1,048",327,"2,479","2,408","8,329","8,747","8,593","20,372","5,154","6,410","3,840","3,489","4,419","2,792","4,564","3,055","4,941","3,279","5,032","3,341","6,261","3,669","6,193","4,509","9,332","5,732","14,264","7,646","4,272","6,049","3,390","3,637","2,796","3,225","1,855","3,209",623,"2,116",2,432,0,0,0,0,0,0
2020-11,5호선,433,개롱,0,0,"3,230",956,"7,447","3,242","24,047","7,023","19,964","16,121","11,370","8,174","8,162","5,501","8,018","5,366","8,650","5,811","8,349","7,022","7,682","7,352","8,013","9,378","9,609","11,506","12,434","13,568","12,939","20,515","5,882","18,993","4,370","9,712","4,067","9,238","2,241","8,147",615,"5,427",2,795,0,0,0,0,0,0
2020-11,5호선,434,거여,2,0,"4,321",591,"10,077","9,562","32,281","7,426","28,528","16,620","15,016","8,284","10,044","5,581","8,429","5,376","9,511","6,401","9,220","7,514","9,167","8,114","9,059","10,451","13,768","12,006","15,968","15,550","13,869","22,352","5,953","22,174","4,475","10,793","4,262","10,878","2,276","9,108",750,"5,677",3,879,0,0,0,0,0,0
2020-11,5호선,435,마천,24,0,"5,719",265,"9,332","3,941","24,524","3,885","24,393","10,497","11,032","6,161","7,880","5,776","6,662","4,963","7,760","5,829","7,593","6,083","7,083","6,744","6,757","9,258","8,512","10,297","8,458","12,887","8,278","18,010","3,646","17,037","2,777","9,269","2,004","9,109","1,231","7,086",296,"5,076",3,929,0,0,0,0,0,0
2020-11,5호선,436,미사,9,0,"5,066",35,"18,434","6,526","62,140","6,800","52,691","13,438","25,403","11,278","15,903","8,306","13,583","8,158","14,515","8,369","12,863","9,952","11,802","10,837","12,424","12,579","17,151","17,712","19,759","24,134","18,459","50,791","9,742","51,372","8,268","30,591","7,938","20,436","6,338","21,372","2,160","10,174",32,"3,488",0,0,0,0,0,0
2020-11,5호선,437,하남풍산,5,1,"1,691",6,"6,415","2,605","22,419","4,690","15,025","9,656","6,928","6,993","5,044","5,158","4,653","4,667","4,571","4,568","4,777","4,371","4,427","4,867","4,907","4,733","7,772","7,496","9,628","8,596","11,001","14,612","5,251","15,041","3,530","7,658","3,862","6,341","2,376","5,420",445,"3,528",1,"1,019",0,0,0,0,0,0
2020-11,6호선,438,응암,10,0,"10,533","1,248","22,913","5,122","68,721","8,740","85,015","17,333","41,162","11,653","24,413","12,146","21,897","12,818","22,954","15,408","22,503","16,353","19,487","18,716","19,320","23,364","20,040","29,206","20,377","39,834","20,045","70,789","12,417","58,955","9,454","35,227","7,932","28,839","6,216","25,076","2,173","15,790",1,"1,109",0,0,0,0,0,0
2020-11,6호선,439,역촌,2,0,"1,762",224,"4,864","1,844","15,082","2,614","16,682","8,037","8,250","4,024","4,979","3,262","4,706","3,941","5,345","3,947","5,362","4,329","4,476","4,408","4,259","5,262","4,298","6,752","4,732","9,443","4,878","16,228","2,640","13,425","1,965","6,947","1,612","7,023","1,378","5,282",376,"4,123",0,22,0,0,0,0,0,0
2020-11,6호선,440,불광,20,0,"1,325",226,"3,372","2,328","9,856","3,520","12,147","7,056","6,291","7,435","4,843","5,307","5,577","5,500","6,396","5,817","7,443","6,398","7,929","6,587","8,810","7,493","9,932","8,226","9,849","9,822","9,646","15,025","5,584","11,341","4,496","5,763","3,907","5,104","2,505","4,679",739,"3,174",4,82,0,0,0,0,0,0
2020-11,6호선,441,독바위,1,0,"1,648",217,"4,241",858,"13,634","1,487","13,258","3,191","6,257","3,177","3,778","3,273","3,520","2,584","3,647","2,693","3,603","2,875","3,329","2,922","3,273","3,464","3,186","4,924","2,830","6,056","2,363","11,159","1,500","10,242","1,120","5,756",906,"4,886",648,"4,397",274,"3,025",0,304,0,1,0,0,0,0
2020-11,6호선,442,연신내,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-11,6호선,443,구산,6,0,"4,690",199,"9,481","2,202","26,176","6,230","32,153","7,093","16,001","4,860","9,525","4,117","8,940","5,502","9,682","5,666","9,048","6,258","7,935","6,512","8,845","8,329","10,449","10,452","8,899","12,270","8,607","18,768","4,889","17,853","3,659","8,964","3,565","7,964","3,045","6,522",881,"3,649",2,543,0,0,0,0,0,0
2020-11,6호선,444,새절(신사),9,0,"8,889",733,"18,657","4,396","52,546","7,282","61,237","15,127","29,318","8,925","18,028","8,060","15,717","8,939","16,672","10,750","15,571","12,725","13,802","12,995","13,416","16,880","15,952","19,255","16,108","27,780","14,944","46,557","8,964","39,699","6,243","23,143","5,281","20,103","4,394","17,191","1,364","10,929",1,"2,764",0,0,0,0,0,0
2020-11,6호선,445,증산(명지대앞),8,0,"7,257",716,"13,920","3,890","37,481","5,441","46,932","9,953","24,155","6,821","14,861","6,470","12,815","7,381","13,092","8,683","12,635","10,140","11,214","11,053","10,833","13,593","11,683","17,256","12,615","22,728","11,904","39,292","7,385","32,647","5,310","17,758","4,177","17,861","3,396","14,684","1,162","8,422",6,"1,167",0,0,0,0,0,0
2020-11,6호선,446,디지털미디어시티,144,2,"5,255","2,673","12,215","11,129","39,881","26,171","45,095","71,109","23,500","27,523","13,312","11,317","11,634","9,673","11,823","10,660","11,712","11,600","11,110","11,581","12,861","13,017","17,290","17,024","31,186","23,161","51,265","39,612","21,451","30,533","10,787","17,382","8,461","16,005","5,616","13,410","2,129","7,520",49,"1,722",0,2,0,0,0,0
